file_rel,part_index,kind,speaker,jp,en
npc_f_2b_163_s07_t001.spt,1038,dialogue,ショウコ,オロオロ…　アクシデント発生ですぅ。,Oh no... An accident has happened.
npc_f_2b_163_s07_t001.spt,1041,dialogue,ショウコ,どうしましょ～。,What should I do～.
npc_f_2b_163_s07_t010.spt,1027,label,,ショウコ,Shoko
npc_f_2b_163_s07_t010.spt,1038,dialogue,ショウコ,思わず見とれちゃいました。,I couldn't help but just stare.
npc_f_2b_163_s07_t010.spt,1041,dialogue,ショウコ,悔しいですけど、ちょっとだけ…,"It's frustrating, but just a little bit..."
npc_f_2b_meda_000_s00_t001.spt,1024,label,,ブレザーメイツ,Blazermate
npc_f_2b_meda_000_s00_t001.spt,1035,dialogue,ブレザーメイツ,こんにちは。,Hello.
npc_f_2b_meda_163_s01_t011.spt,1027,label,,ブレザーメイツ,Blazermate
npc_f_2b_meda_163_s01_t011.spt,1038,dialogue,ブレザーメイツ,こんどのＰＶはビーチで撮るの。,"We're going to shoot the next PV on the beach.
npc_f_2b_meda_163_s01_t011.spt,1041,dialogue,ブレザーメイツ,どんなセッティングにしようか悩んじゃうな～。,But it's hard to decide on the setting～.
npc_f_2b_meda_163_s04_t011.spt,1027,label,,ブレザーメイツ,Blazermate
npc_f_2b_meda_163_s04_t011.spt,1038,dialogue,ブレザーメイツ,さってとロボトルだロボトル！,"Alright, let's get this robattle started!"
npc_f_2b_meda_163_s04_t011.spt,1041,dialogue,ブレザーメイツ,今年はあばれちゃうゾ～！,"This year, I'm going wild!"
npc_f_2b_meda_163_s06_t011.spt,1027,label,,ブレザーメイツ,Blazermate
npc_f_2b_meda_163_s06_t011.spt,1038,dialogue,ブレザーメイツ,夏休み３日しかなかったんだ。,I only had three days of summer vacation.
npc_f_2b_meda_163_s06_t011.spt,1041,dialogue,ブレザーメイツ,ず～っと船に乗ってた気がするよー。,It felt like I was on a boat the whole time.
npc_f_2b_meda_163_s07_t001.spt,1027,label,,ブレザーメイツ,Blazermate
npc_f_2b_meda_163_s07_t001.spt,1038,dialogue,ブレザーメイツ,アイドル部始まって以来の大ピンチかも！？,This might be the biggest crisis the Idol
npc_f_2b_meda_163_s07_t001.spt,1041,dialogue,ブレザーメイツ,どうしよ～！,Club has ever faced! What should we do?!
npc_f_2b_meda_163_s07_t010.spt,1027,label,,ブレザーメイツ,Blazermate
npc_f_2b_meda_163_s07_t010.spt,1038,dialogue,ブレザーメイツ,あれれ？,Huh?
npc_f_2b_meda_163_s07_t010.spt,1041,dialogue,ブレザーメイツ,大ピンチはもうオシマイかな？,Is the big crisis finally over?
npc_f_2b_meda_163_s07_t010.spt,1049,dialogue,ブレザーメイツ,よかったー！,What a relief!
npc_f_2c2_000_s00_t001.spt,1024,label,,ユキノ,Yukino
npc_f_2c2_000_s00_t001.spt,1035,dialogue,ユキノ,こんにちは。,Hello.
npc_f_2c2_000_s02_t011.spt,1027,label,,ユキノ,Yukino
npc_f_2c2_000_s02_t011.spt,1038,dialogue,ユキノ,人をさがしてるの？,"Are you looking for someone? At this time,"
npc_f_2c2_000_s02_t011.spt,1041,dialogue,ユキノ,この時間ならフツー部活なんじゃない？,"they're probably at their club activities?"
npc_f_2c2_meda_000_s00_t001.spt,1024,label,,ディスティニー,Destiny
npc_f_2c2_meda_000_s00_t001.spt,1035,dialogue,ディスティニー,こんにちは。,Hello.
npc_f_2c2_meda_000_s01_t011.spt,1024,label,,ディスティニー,Destiny
npc_f_2c2_meda_000_s01_t011.spt,1035,dialogue,ディスティニー,まだかなー。,Is it ready yet?
npc_f_2c2_meda_101_s01_t011.spt,1024,label,,生徒女2年_C_メダ,"Female Student, 2nd Year Class C MEDA"
npc_f_2c2_meda_101_s01_t011.spt,1035,dialogue,生徒女2年_C_メダ,まだかなー。,Is it ready yet?
npc_f_2c_000_s00_t001.spt,1024,label,,ミスズ,Misuzu
npc_f_2c_000_s00_t001.spt,1035,dialogue,ミスズ,こんにちは。,Hello.
npc_f_2c_164_s01_t011.spt,1027,label,,ミスズ,Misuzu
npc_f_2c_164_s01_t011.spt,1038,dialogue,ミスズ,へえ,"Oh,"
npc_f_2c_164_s01_t011.spt,1041,dialogue,ミスズ,部の見学に回ってるんだ。,I'm going around to observe the clubs.
npc_f_2c_164_s01_t011.spt,1049,dialogue,ミスズ,この時期になっちゃうと大変ね。,It must be tough at this time of year. The
npc_f_2c_164_s01_t011.spt,1052,dialogue,ミスズ,人気の部は、もう定員いっぱいでしょう。,popular clubs are probably already full.
npc_f_2c_164_s01_t011.spt,1060,dialogue,ミスズ,…え、うち？,...Huh? Ours?
npc_f_2c_164_s01_t011.spt,1063,dialogue,ミスズ,もちろん万年募集中よ、あははははっ。,"Of course we're always recruiting, ahaha."
npc_f_2c_164_s01_t011.spt,1071,dialogue,ミスズ,はあ…,Sigh...
npc_f_2c_164_s02_t011.spt,1027,label,,ミスズ,Misuzu
npc_f_2c_164_s02_t011.spt,1038,dialogue,ミスズ,メダリアが宇宙から来たって知ってる？,Did you know that Medalia came from outer
npc_f_2c_164_s02_t011.spt,1041,dialogue,ミスズ,大昔、この島に落ちたイン石が砕けて散らばって――,"space? Long ago, a meteorite fell on this"
npc_f_2c_164_s02_t011.spt,1049,dialogue,ミスズ,それが降り積もってメダリアになったんだって。,island and shattered― And that's how Medalia
npc_f_2c_164_s02_t011.spt,1052,dialogue,ミスズ,だから世界中でこの島にしか無いんだって。,was formed. That's why it only exists on
npc_f_2c_164_s02_t011.spt,1060,dialogue,ミスズ,島の真ん中あたりに大きなクレーターがあるでしょ。,this island. That big crater in the middle
npc_f_2c_164_s02_t011.spt,1063,dialogue,ミスズ,あれがそのイン石が落ちた跡なんだってー！,of the island is where the meteorite landed!
npc_f_2c_164_s04_t011.spt,1024,label,,ミスズ,Misuzu
npc_f_2c_164_s04_t011.spt,1035,dialogue,ミスズ,こ、この子があの伝説のマインちゃん！？,Th-this girl is the legendary Main-chan?!
npc_f_2c_164_s04_t011.spt,1038,dialogue,ミスズ,初めて会った…,I'm meeting her for the first time...
npc_f_2c_164_s06_t011.spt,1027,label,,ミスズ,Misuzu
npc_f_2c_164_s06_t011.spt,1038,dialogue,ミスズ,最近ヒロキくん,"Lately, Hiroki-kun hasn't been showing up"
npc_f_2c_164_s06_t011.spt,1041,dialogue,ミスズ,部活にぜんぜん出てこないけど、どうしたのかしら。,to club activities. I wonder what's wrong
npc_f_2c_164_s06_t011.spt,1049,dialogue,ミスズ,そりゃあ夏休みだし、部活動は強制じゃないけど,"with him? I mean, it's summer vacation, and"
npc_f_2c_164_s06_t011.spt,1052,dialogue,ミスズ,それにしたって、ねえ？,"club activities aren't mandatory, but"
npc_f_2c_164_s06_t011.spt,1060,dialogue,ミスズ,どこかで、悪い遊びとか覚えてないといいけど…,"still...I hope he hasn't gotten into any
bad habits somewhere... but then again,"
npc_f_2c_164_s06_t011.spt,1068,dialogue,ミスズ,って、この島じゃそんなの覚える場所もないか。,"there's nowhere on this island where he"
npc_f_2c_164_s06_t011.spt,1071,dialogue,ミスズ,あはは。,could learn anything like that. Ahaha.
npc_f_2c_164_s06_t021.spt,1027,label,,ミスズ,Misuzu
npc_f_2c_164_s06_t021.spt,1038,dialogue,ミスズ,ようやく部にカオを出してくれるようになったのは,It's great that he's finally started showing
npc_f_2c_164_s06_t021.spt,1041,dialogue,ミスズ,いいけれど…,"up at the club again, but...he's suddenly"
npc_f_2c_164_s06_t021.spt,1049,dialogue,ミスズ,急にハイになったり落ち込んだり,"acting very strange, sometimes really happy"
npc_f_2c_164_s06_t021.spt,1052,dialogue,ミスズ,な～んかおかしいのよね、ヒロキくん。,"and other times really down. Something's"
npc_f_2c_164_s06_t021.spt,1060,dialogue,ミスズ,もしかして恋わずらい！？,definitely off with Hiroki-kun. Could he be
npc_f_2c_164_s06_t021.spt,1063,dialogue,ミスズ,なんてキャー！,suffering from lovesickness?! Oh my―!
npc_f_2c_meda_000_s00_t001.spt,1024,label,,セーラーメイツ,Sailormate
npc_f_2c_meda_000_s00_t001.spt,1035,dialogue,セーラーメイツ,こんにちは。,Hello.
npc_f_2c_meda_164_s01_t011.spt,1027,label,,セーラーメイツ,Sailormate
npc_f_2c_meda_164_s01_t011.spt,1038,dialogue,セーラーメイツ,わたし、セットじゃなくて,"I like combining different parts rather"
npc_f_2c_meda_164_s01_t011.spt,1041,dialogue,セーラーメイツ,いろんなパーツを組み合わせるのが好き。,than buying a complete set. When you put
npc_f_2c_meda_164_s01_t011.spt,1049,dialogue,セーラーメイツ,うまく組み合わせると、かわいくなるし,"them together well, it looks stylish and"
npc_f_2c_meda_164_s01_t011.spt,1052,dialogue,セーラーメイツ,みんなとちがってオシャレだと思う。,unique versus what everyone else is wearing.
npc_f_2c_meda_164_s04_t011.spt,1024,label,,セーラーメイツ,Sailormate
npc_f_2c_meda_164_s04_t011.spt,1035,dialogue,セーラーメイツ,わあ、,"Wow, it's "
npc_f_2c_meda_164_s04_t011.spt,1037,label,,だ。,.
npc_f_2c_meda_164_s04_t011.spt,1040,dialogue,セーラーメイツ,おっきいなー！,"He's huge!"
npc_f_2d2_000_s00_t001.spt,1024,label,,サラユキ,Sarayuki
npc_f_2d2_000_s00_t001.spt,1035,dialogue,サラユキ,こんにちは。,Hello.
npc_f_2d2_131_s04_t001.spt,1027,label,,サラユキ,Sarayuki
npc_f_2d2_131_s04_t001.spt,1038,dialogue,サラユキ,３連覇なんて、そうそう起きないと思うし。,Winning three championships in a row doesn't
npc_f_2d2_131_s04_t001.spt,1041,dialogue,サラユキ,今年はウチにもワンチャンあると思ってんの！,"happen very often. We have a real chance now!"
npc_f_2d2_meda_000_s00_t001.spt,1024,label,,トレミー,Ptolemy
npc_f_2d2_meda_000_s00_t001.spt,1035,dialogue,トレミー,こんにちは。,Hello.
npc_f_2d2_meda_131_s04_t001.spt,1027,label,,トレミー,Ptolemy
npc_f_2d2_meda_131_s04_t001.spt,1038,dialogue,トレミー,まだかなー。,Is it ready yet?
npc_f_2d_000_s00_t001.spt,1024,label,,サララ,Sarara
npc_f_2d_000_s00_t001.spt,1035,dialogue,サララ,こんにちは。,Hello.
npc_f_2d_150_s06_t031.spt,1024,label,,サララ,Sarara
npc_f_2d_150_s06_t031.spt,1035,dialogue,サララ,まいっか！,Oh well! Even if she's not the original
npc_f_2d_150_s06_t031.spt,1038,dialogue,サララ,初代じゃなくてもスズネさんはスズネさん。,"one, Suzune is still Suzune. She's still"
npc_f_2d_150_s06_t031.spt,1046,dialogue,サララ,りりしくって、か～っこいい生徒会長であることに,the dignified and cool student council
npc_f_2d_150_s06_t031.spt,1049,dialogue,サララ,変わりはないんですから！,"president, and that hasn't changed!"
npc_f_2d_150_s10_t011.spt,1027,label,,サララ,Sarara
npc_f_2d_150_s10_t011.spt,1038,dialogue,サララ,さっき校舎のほう、うるさくなかった？,Wasn't it noisy over by the school building
npc_f_2d_150_s10_t011.spt,1041,dialogue,サララ,工事でも始めたのかな？,recently? Did they started some construction?
npc_f_2d_meda_000_s00_t001.spt,1024,label,,ノワールカッツェ,Noire Katze
npc_f_2d_meda_000_s00_t001.spt,1035,dialogue,ノワールカッツェ,こんにちは。,Hello.
npc_f_2d_meda_150_s03_t011.spt,1027,label,,ノワールカッツェ,Noire Katze
npc_f_2d_meda_150_s03_t011.spt,1038,dialogue,ノワールカッツェ,マスターはオカルト研究会なの。,Master is in the Occult Research Club.
npc_f_2d_meda_150_s03_t011.spt,1046,dialogue,ノワールカッツェ,あたしオカルトわからないけど,"I don't really get occult stuff,"
npc_f_2d_meda_150_s03_t011.spt,1049,dialogue,ノワールカッツェ,マスターといっしょだから楽しいよ。,but it's fun because I'm with master.
npc_f_2d_meda_150_s06_t011.spt,1024,label,,ノワールカッツェ,Noire Katze
npc_f_2d_meda_150_s06_t011.spt,1035,dialogue,ノワールカッツェ,まだかなー。,Is it ready yet?
npc_f_2d_meda_150_s06_t031.spt,1024,label,,生徒女2年_D_メダ,"Female Student, 2nd Year, Class D MEDA"
npc_f_2d_meda_150_s06_t031.spt,1035,dialogue,生徒女2年_D_メダ,まだかなー。,Is it ready yet?
npc_f_2d_meda_150_s10_t011.spt,1027,label,,ノワールカッツェ,Noire Katze
npc_f_2d_meda_150_s10_t011.spt,1038,dialogue,ノワールカッツェ,マスターつかれたー！,"Master, I'm exhausted!"
npc_f_2d_meda_150_s10_t011.spt,1041,dialogue,ノワールカッツェ,今日ははやく帰って休もうよー！,Let's head home early and rest today!
npc_f_2e_000_s00_t001.spt,1024,label,,フウカ,Fuka
npc_f_2e_000_s00_t001.spt,1035,dialogue,フウカ,こんにちは。,Hello.
npc_f_2e_163_meda_s01_t011.spt,1024,label,,生徒女2年_E_メダ,"Female Student, 2nd Year, Class E MEDA"
npc_f_2e_163_meda_s01_t011.spt,1035,dialogue,生徒女2年_E_メダ,サインはお断り。,"No autographs, please."
npc_f_2e_163_meda_s01_t011.spt,1038,dialogue,生徒女2年_E_メダ,先生に止められてるの。,My teacher told me not to.
npc_f_2e_163_s01_t011.spt,1027,label,,フウカ,Fuka
npc_f_2e_163_s01_t011.spt,1038,dialogue,フウカ,あのお。なにか用ですか？,"Excuse me, do you need something?"
npc_f_2e_163_s01_t011.spt,1041,dialogue,フウカ,いちおうここ男子禁制なんですけどお。,"This area is actually off limits to men."
npc_f_2e_163_s02_t001.spt,1027,label,,フウカ,Fuka
npc_f_2e_163_s02_t001.spt,1038,dialogue,フウカ,あのお。なにか用ですか？,"Excuse me, do you need something?"
npc_f_2e_163_s02_t001.spt,1041,dialogue,フウカ,いちおうここ男子禁制なんですけどお。,"This area is actually off limits to men."
npc_f_2e_163_s02_t002.spt,1027,label,,フウカ,Fuka
npc_f_2e_163_s02_t002.spt,1038,dialogue,フウカ,え、アオイのことですか？,"Oh, you mean Aoi?"
npc_f_2e_163_s02_t002.spt,1041,dialogue,フウカ,いい子ですよお。,She's a good girl.
npc_f_2e_163_s02_t002.spt,1049,dialogue,フウカ,歌もダンスもかわいいし,"Her singing and dancing are adorable,"
npc_f_2e_163_s02_t002.spt,1052,dialogue,フウカ,フローラとの息もぴったりだし,and she and Flora are perfectly in sync.
npc_f_2e_163_s02_t002.spt,1060,dialogue,フウカ,練習熱心でマジメで,"She's dedicated and serious about practice,"
npc_f_2e_163_s02_t002.spt,1063,dialogue,フウカ,新しい振り付けだってすぐに覚えちゃうしぃ,"She picks up new choreography in no time,"
npc_f_2e_163_s02_t002.spt,1071,dialogue,フウカ,なのに、ぜんぜんイバったりしないし,"Yet she never shows off at all,"
npc_f_2e_163_s02_t002.spt,1074,dialogue,フウカ,だれにでもやさしくて親切で――,She's kind and considerate to everyone―
npc_f_2e_163_s02_t002.spt,1082,dialogue,フウカ,て、ほめすぎかな。,Am I praising her too much?
npc_f_2e_163_s02_t002.spt,1085,dialogue,フウカ,でもホント、いい子ですよぉ。,"But really, she's such a great kid."
npc_f_2e_163_s02_t002.spt,1093,dialogue,フウカ,アオイがアイドル部に来てくれてよかった！,I'm so glad Aoi joined the Idol Club!
npc_f_2e_163_s02_t003.spt,1024,label,,フウカ,Fuka
npc_f_2e_163_s02_t003.spt,1035,dialogue,フウカ,そう、１年はアオイだけで十分,"That's right, Aoi alone was enough for the"
npc_f_2e_163_s02_t003.spt,1038,dialogue,フウカ,ミオなんて最初から必要なかったのよ。,whole year. Mio wasn't needed from the
npc_f_2e_163_s02_t003.spt,1046,dialogue,フウカ,アイツのセンターなんて、ぜったい――,start. That girl as center? Absolutely not―
npc_f_2e_163_s02_t003.spt,1067,dialogue,フウカ,てあっ,Whoa!
npc_f_2e_163_s02_t003.spt,1070,dialogue,フウカ,あなたまだいたんですか！？,You're still here!?
npc_f_2e_163_s02_t003.spt,1078,dialogue,フウカ,ちょっとお、いつまでいるんですかあ？,"Hey, how long are you gonna stay here?"
npc_f_2e_163_s02_t003.spt,1081,dialogue,フウカ,ここ男子禁制なんですけどお！,"This place is off limits to guys! Leave!"
npc_f_2e_163_s05_t011.spt,1027,label,,フウカ,Fuka
npc_f_2e_163_s05_t011.spt,1038,dialogue,フウカ,あのお。なにか用ですか？,"Excuse me, do you need something? This area"
npc_f_2e_163_s05_t011.spt,1041,dialogue,フウカ,いちおうここ男子禁――　ていうかぁ,is supposed to be off limits to men...and
npc_f_2e_163_s05_t011.spt,1049,dialogue,フウカ,今ここ、あたしひとりだけなんですけど。,"besides, I'm the only one here right now. If"
npc_f_2e_163_s05_t011.spt,1052,dialogue,フウカ,早く出てかないと、大声出しますけどぉ？,"you don't leave soon, I'm going to scream!"
npc_f_2e_163_s05_t011.spt,1063,dialogue,フウカ,す、すみません！,S-sorry!
npc_f_2e_163_s05_t011.spt,1066,dialogue,フウカ,すぐ出ていきますハイ！,"I'll leave right away!"
npc_f_2e_163_s07_t010.spt,1024,label,,フウカ,Fuka
npc_f_2e_163_s07_t010.spt,1035,dialogue,フウカ,あたしは反対！,I'm against it!
npc_f_2e_163_s07_t010.spt,1038,dialogue,フウカ,今さら、あの子に頼るなんて！,Relying on that kid now?
npc_f_2e_163_s07_t010.spt,1046,dialogue,フウカ,それくらいだったら,"If that's all it takes,"
npc_f_2e_163_s07_t010.spt,1049,dialogue,フウカ,あたしのほうが、よっぽど――,I'm much more capable―
npc_f_2e_163_s07_t010.spt,1070,dialogue,フウカ,ちょっと～、なに見てるんですかぁ？,"Hey, what are you looking at?"
npc_f_2e_163_s07_t010.spt,1073,dialogue,フウカ,ここ男子禁制なんですけど～。,"This area is off limits to guys～."
npc_f_2e_meda_000_s00_t001.spt,1024,label,,ハイカラメイツ,Haikara-Mate
npc_f_2e_meda_000_s00_t001.spt,1035,dialogue,ハイカラメイツ,こんにちは。,Hello.
npc_f_2e_meda_163_s01_t011.spt,1027,label,,ハイカラメイツ,Haikara-Mate
npc_f_2e_meda_163_s01_t011.spt,1038,dialogue,ハイカラメイツ,サインはお断り。,"I'm not allowed to give autographs."
npc_f_2e_meda_163_s01_t011.spt,1041,dialogue,ハイカラメイツ,先生に止められてるの。,My teacher told me not to sign anything.
npc_f_2e_meda_163_s04_t011.spt,1027,label,,ハイカラメイツ,Haikara-Mate
npc_f_2e_meda_163_s04_t011.spt,1038,dialogue,ハイカラメイツ,大会なんて、あんまり気が進まないわ。,I'm not looking forward to the event. I'm
npc_f_2e_meda_163_s04_t011.spt,1041,dialogue,ハイカラメイツ,お気に入りのパラソルにキズがつきそうで。,worried my favorite parasol will get damaged.
npc_f_2e_meda_163_s07_t001.spt,1027,label,,ハイカラメイツ,Haikara-Mate
npc_f_2e_meda_163_s07_t001.spt,1038,dialogue,ハイカラメイツ,サインはお断り。,"I'm not allowed to give autographs."
npc_f_2e_meda_163_s07_t001.spt,1041,dialogue,ハイカラメイツ,先生に止められてるの。,My teacher told me not to give any yet.
npc_f_2e_meda_163_s07_t001.spt,1049,dialogue,ハイカラメイツ,文化祭のステージ中にサイン会があるから,"There'll be an autograph session at the"
npc_f_2e_meda_163_s07_t001.spt,1052,dialogue,ハイカラメイツ,そこでだったらしてあげるわ。,"festival stage, so I'll sign it then."
npc_f_2f_000_s00_t001.spt,1024,label,,ホムラ,Homura
npc_f_2f_000_s00_t001.spt,1035,dialogue,ホムラ,こんにちは。,Hello.
npc_f_2f_165_s01_t011.spt,1027,label,,ホムラ,Homura
npc_f_2f_165_s01_t011.spt,1038,dialogue,ホムラ,レスキュー部はいちおう文化部に所属してるけど,"The Rescue Club is officially a cultural"
npc_f_2f_165_s01_t011.spt,1041,dialogue,ホムラ,活動はどちらかといえば運動系ですね。,"club, but our activities are more athletic."
npc_f_2f_165_s01_t011.spt,1049,dialogue,ホムラ,メダロットとコンビを組んで、どんな地形や状況でも,We train with Medabots so they can perform
npc_f_2f_165_s01_t011.spt,1052,dialogue,ホムラ,素早く救助活動ができるよう訓練してるんですよ。,rescue operations in any terrain or situation.
npc_f_2f_165_s03_t011.spt,1024,label,,ホムラ,Homura
npc_f_2f_165_s03_t011.spt,1035,dialogue,ホムラ,きゃー大変！,"Oh no! I'm going to be late!"
npc_f_2f_165_s03_t011.spt,1038,dialogue,ホムラ,遅れちゃう！　大変！,This is terrible!
npc_f_2f_165_s03_t011.spt,1059,dialogue,ホムラ,な、なにかご用ですか？,"Wh-what do you need? All the club members"
npc_f_2f_165_s03_t011.spt,1062,dialogue,ホムラ,部員はみんな港で買出し中ですよ？,are out shopping at the harbor right now.
npc_f_2f_165_s03_t011.spt,1070,dialogue,ホムラ,戻ってくるのは、しばらく先になりますし,"They won't be back for a while and then we"
npc_f_2f_165_s03_t011.spt,1073,dialogue,ホムラ,そのあともすぐ野外訓練に――,will go straight into outdoor training―
npc_f_2f_165_s03_t011.spt,1091,dialogue,ホムラ,きゃー！,Kyaa!
npc_f_2f_165_s03_t011.spt,1094,dialogue,ホムラ,だからわたしも早く行かなくっちゃ！,That's why I have to go quickly too!
npc_f_2f_165_s03_t011.spt,1102,dialogue,ホムラ,失礼します！！,Excuse me!!
npc_f_2f_165_s07_t011.spt,1027,label,,ホムラ,Homura
npc_f_2f_165_s07_t011.spt,1038,dialogue,ホムラ,レスキュー部は文化祭に出店できないんです。,The Rescue Club can't set up a booth at the
npc_f_2f_165_s07_t011.spt,1041,dialogue,ホムラ,毎年、大会直前の大切な時期とかぶってしまうので…,festival. It's always before the competition...
npc_f_2f_165_s08_t011.spt,1027,label,,ホムラ,Homura
npc_f_2f_165_s08_t011.spt,1038,dialogue,ホムラ,メダリアさがしですか？,Are you looking for Medalia?
npc_f_2f_165_s08_t011.spt,1041,dialogue,ホムラ,いえ、とてもそんな時間はないです。,"No, I don't really have time for that."
npc_f_2f_165_s08_t011.spt,1049,dialogue,ホムラ,最近なぜか訓練メニューがいっそうハードになって,"The training regimen is more intense for"
npc_f_2f_165_s08_t011.spt,1052,dialogue,ホムラ,部活だけでもうヘトヘトです…,"some reason, and I'm completely exhausted..."
npc_f_2f_320_s07_t011.spt,1027,label,,ホムラ,Homura
npc_f_2f_320_s07_t011.spt,1038,dialogue,ホムラ,レスキュー部は文化祭に出店できないんです。,The Rescue Club can't set up a booth at the
npc_f_2f_320_s07_t011.spt,1041,dialogue,ホムラ,毎年、大会直前の大切な時期とかぶってしまうので…,festival. It's always before the competition...
npc_f_2f_320_s08_t011.spt,1027,label,,ホムラ,Homura
npc_f_2f_320_s08_t011.spt,1038,dialogue,ホムラ,メダリアさがしですか？,Am I looking for Medalia?
npc_f_2f_320_s08_t011.spt,1041,dialogue,ホムラ,いえ、とてもそんな時間はないです。,"No, I really don't have time for that."
npc_f_2f_320_s08_t011.spt,1049,dialogue,ホムラ,最近なぜか訓練メニューがいっそうハードになって,"The training regimen is more intense for"
npc_f_2f_320_s08_t011.spt,1052,dialogue,ホムラ,部活だけでもうヘトヘトです…,"some reason, and I'm completely exhausted..."
npc_f_2f_meda_000_s00_t001.spt,1024,label,,ラピュセル,La Pucelle
npc_f_2f_meda_000_s00_t001.spt,1035,dialogue,ラピュセル,こんにちは。,Hello.
npc_f_2f_meda_165_s01_t011.spt,1027,label,,ラピュセル,La Pucelle
npc_f_2f_meda_165_s01_t011.spt,1038,dialogue,ラピュセル,この島には、いろんな場所があって好きさ。,I love this island because it has so many
npc_f_2f_meda_165_s01_t011.spt,1041,dialogue,ラピュセル,断崖絶壁とか、大きな滝とか。,"different kinds of places. There are sheer"
npc_f_2f_meda_165_s01_t011.spt,1049,dialogue,ラピュセル,難破船だってあるんだぞ。,"cliffs, huge waterfalls, and even a shipwreck!"
npc_f_2f_meda_165_s01_t011.spt,1052,dialogue,ラピュセル,場所はヒミツだけどな。,But I'm keeping that location a secret.
npc_f_2f_meda_165_s03_t011.spt,1024,label,,ラピュセル,La Pucelle
npc_f_2f_meda_165_s03_t011.spt,1035,dialogue,ラピュセル,はやく！,Hurry up!
npc_f_2f_meda_165_s03_t011.spt,1038,dialogue,ラピュセル,はやく！,Hurry up!
npc_f_2f_meda_165_s07_t011.spt,1027,label,,ラピュセル,La Pucelle
npc_f_2f_meda_165_s07_t011.spt,1038,dialogue,ラピュセル,今日はどこに行くんだろ。,Where are we going today? 
npc_f_2f_meda_165_s07_t011.spt,1041,dialogue,ラピュセル,このセッティングで大丈夫かなー。,I wonder if this setup will be okay.
npc_f_2f_meda_320_s07_t011.spt,1027,label,,ラピュセル,La Pucelle
npc_f_2f_meda_320_s07_t011.spt,1038,dialogue,ラピュセル,今日はどこに行くんだろ。,Where should I go today?
npc_f_2f_meda_320_s07_t011.spt,1041,dialogue,ラピュセル,このセッティングで大丈夫かなー。,Is this setup okay.
npc_f_3a2_000_s00_t001.spt,1024,label,,キクヨ,Kikuyo
npc_f_3a2_000_s00_t001.spt,1035,dialogue,キクヨ,こんにちは。,Hello.
npc_f_3a2_131_s04_t001.spt,1027,label,,キクヨ,Kikuyo
npc_f_3a2_131_s04_t001.spt,1038,dialogue,キクヨ,勝ち抜きの大会は、セッティングと戦略のパターンを,"In a knockout tournament, the key lies in"
npc_f_3a2_131_s04_t001.spt,1041,dialogue,キクヨ,いくつ持ってるかが勝負よね。,the variety of strategy and responses.
npc_f_3a2_meda_000_s00_t001.spt,1024,label,,ルージュカッツェ,Rouge Katze
npc_f_3a2_meda_000_s00_t001.spt,1035,dialogue,ルージュカッツェ,こんにちは。,Hello.
npc_f_3a2_meda_131_s04_t001.spt,1027,label,,ルージュカッツェ,Rouge Katze
npc_f_3a2_meda_131_s04_t001.spt,1038,dialogue,ルージュカッツェ,おっきいリングだねー。,"That's a big ring―"
npc_f_3a2_meda_131_s04_t001.spt,1041,dialogue,ルージュカッツェ,おっきいメダルみたい！,It looks like a giant medal!
npc_f_3a_000_s00_t001.spt,1024,label,,メグミ,Megumi
npc_f_3a_000_s00_t001.spt,1035,dialogue,メグミ,こんにちは。,Hello.
npc_f_3a_000_s01_t011.spt,1027,label,,メグミ,Megumi
npc_f_3a_000_s01_t011.spt,1038,dialogue,メグミ,ちょっと学校の外に出ただけなのに,"I just stepped outside the school grounds,"
npc_f_3a_000_s01_t011.spt,1041,dialogue,メグミ,野良メダロットが襲ってきたの。,and a stray Medabot attacked me! The stray
npc_f_3a_000_s01_t011.spt,1049,dialogue,メグミ,本土と比べると,"Medabots here seem more aggressive compared"
npc_f_3a_000_s01_t011.spt,1052,dialogue,メグミ,この島の野良って攻撃的な気がするわ。,to those on the mainland.
npc_f_3a_000_s02_t011.spt,1027,label,,メグミ,Megumi
npc_f_3a_000_s02_t011.spt,1038,dialogue,メグミ,え、アオイ？,"Huh, Aoi?"
npc_f_3a_000_s02_t011.spt,1041,dialogue,メグミ,アオイちゃんって、アイドル部の？,"Aoi-chan, from the Idol Club?"
npc_f_3a_000_s02_t011.spt,1049,dialogue,メグミ,うん知ってるよ。,"Yes, I know her."
npc_f_3a_000_s02_t011.spt,1052,dialogue,メグミ,寮で部屋が近いから。,Our rooms are close in the dorms. She's
npc_f_3a_000_s02_t011.spt,1060,dialogue,メグミ,かわいいけど、マジメなコよね。,"cute, but also a very serious person. She's"
npc_f_3a_000_s02_t011.spt,1063,dialogue,メグミ,今ごろは部で練習中じゃないかな？,"probably practicing with her club right now?"
npc_f_3a_000_s02_t021.spt,1027,label,,メグミ,Megumi
npc_f_3a_000_s02_t021.spt,1038,dialogue,メグミ,え、アオイ？,"Huh, Aoi?"
npc_f_3a_000_s02_t021.spt,1041,dialogue,メグミ,アオイちゃんって…　１年生の？,Aoi-chan...the 1st year?
npc_f_3a_000_s02_t021.spt,1049,dialogue,メグミ,うん見たわ。,"Yes, I saw her. Just a moment ago,"
npc_f_3a_000_s02_t021.spt,1052,dialogue,メグミ,ついさっき、この道まっすぐ歩いてった。,"she walked straight down this road."
npc_f_3a_000_s02_t021.spt,1060,dialogue,メグミ,ずいぶん急いでたみたい。,She seemed in a big hurry. Maybe she went to
