jp,en,file
それはナイショさ、完成してのお楽しみ～。,"That's a secret, you'll have to wait and see when it's finished.",romfs\story\spt\npc_f_3e_164_s02_t011.spt
まだ未完成なんだ。,It's still a work in progress.,romfs\story\spt\npc_f_3e_164_s02_t011.spt
やあ、メダ研にようこそ！,"Hi, welcome to the Meda Institute!",romfs\story\spt\npc_f_3e_164_s02_t011.spt
ホワイトボートの横にある機械に触っちゃダメだよ。,Don't touch the machine next to the white boat.,romfs\story\spt\npc_f_3e_164_s02_t011.spt
うれしいよ来てくれて。,I'm glad you're here.,romfs\story\spt\npc_f_3e_164_s04_t011.spt
うんうん、わかってる。,"Yeah, yeah, yeah, I know.",romfs\story\spt\npc_f_3e_164_s04_t011.spt
わたしたちはフォローに徹するからさ。,We'll follow up on it.,romfs\story\spt\npc_f_3e_164_s04_t011.spt
卒業までもう会えないかと思ったよー、あはははは。,I thought I wouldn't see you again until graduation...hahaha.,romfs\story\spt\npc_f_3e_164_s04_t011.spt
おっと、きみたち！,"Oops, boys!",romfs\story\spt\npc_f_3e_164_s06_t011.spt
お願いして籍を置いてもらってただけだからね。,I just asked them to put me on the registry.,romfs\story\spt\npc_f_3e_164_s06_t011.spt
なにか聞きたい？　なんでも――,You want to ask me something?　Anything.,romfs\story\spt\npc_f_3e_164_s06_t011.spt
ははは冗談だよ。,Haha just kidding.,romfs\story\spt\npc_f_3e_164_s06_t011.spt
マインちゃんは、うちの正式な部員じゃない。,Mine is not an official member of our club.,romfs\story\spt\npc_f_3e_164_s06_t011.spt
マインちゃんを誘拐した探検部じゃないかー。,Isn't that the exploration club that kidnapped Mine-chan?,romfs\story\spt\npc_f_3e_164_s06_t011.spt
本人の希望ならしかたないよ。,"If that's what he wants, then so be it.",romfs\story\spt\npc_f_3e_164_s06_t011.spt
残念だけどさ。,It's a shame.,romfs\story\spt\npc_f_3e_164_s06_t011.spt
誘拐だなんて人聞きの悪い…,"Kidnapping, that's not a very nice thing to say...",romfs\story\spt\npc_f_3e_164_s06_t011.spt
なにもないけど、ゆっくりしてってよ。,"Nothing much, but take your time.",romfs\story\spt\npc_f_3e_164_s06_t021.spt
あ、ところで…　メダリア合成機はもう試してみた？,"Oh, by the way... have you tried the medallia synthesizer yet?",romfs\story\spt\npc_f_3e_164_s06_t022.spt
どんな発見か聞きたい？,Would you like to hear what they found?,romfs\story\spt\npc_f_3e_164_s06_t022.spt
マインちゃんがついに完成させたあの装置だよ。,It's that device that Mine-chan finally perfected.,romfs\story\spt\npc_f_3e_164_s06_t022.spt
実はこの間ちょっとおもしろい発見をしたんだ。,"Actually, I made a rather interesting discovery the other day.",romfs\story\spt\npc_f_3e_164_s06_t022.spt
あれ、そうなの？,"Oh, really?",romfs\story\spt\npc_f_3e_164_s06_t023.spt
だれかに話したかったのに残念だなあ。,Too bad I wanted to talk to someone.,romfs\story\spt\npc_f_3e_164_s06_t023.spt
待ってるからね～。,I'll be waiting for you!,romfs\story\spt\npc_f_3e_164_s06_t023.spt
聞きたかったら、いつでも言ってね。,"If you want to ask, just let me know anytime.",romfs\story\spt\npc_f_3e_164_s06_t023.spt
あは、あはははははは。,Ha-ha-ha-ha.,romfs\story\spt\npc_f_3e_164_s06_t024.spt
わたしみたいにね。,Just like me.,romfs\story\spt\npc_f_3e_164_s06_t024.spt
ヒサンなことになっちゃうから気をつけよう。,"Be careful, because it will be a hissing thing.",romfs\story\spt\npc_f_3e_164_s06_t024.spt
メダリアの性質をほぼ受け継ぐんだよ。,It takes on almost all the properties of the medallia.,romfs\story\spt\npc_f_3e_164_s06_t024.spt
合成してできるメダリアの性質は、ベースにした,The properties of the medalia that can be synthesized are based,romfs\story\spt\npc_f_3e_164_s06_t024.spt
残したいメダリアをうっかり合成する側で使うと,If you inadvertently use the medallion you want to keep on the side of synthesizing,romfs\story\spt\npc_f_3e_164_s06_t024.spt
色とか形とか、スキルとかね。,"Colors, shapes, skills, and so on.",romfs\story\spt\npc_f_3e_164_s06_t024.spt
うまく利用すればお得だよ。,It's a great deal if you use it well.,romfs\story\spt\npc_f_3e_164_s06_t025.spt
合成するメダリアの性質が似ているものが多いほど,"The more similar the properties of the medallias to be synthesized, the more",romfs\story\spt\npc_f_3e_164_s06_t025.spt
強いメダリアが生まれるんだよ。,It's going to produce strong medallions.,romfs\story\spt\npc_f_3e_164_s06_t025.spt
色が同じだったり、形やスキルが同じだったりね。,"They could be the same color, the same shape, or the same skill.",romfs\story\spt\npc_f_3e_164_s06_t025.spt
あはははは。,Ha ha ha.,romfs\story\spt\npc_f_3e_164_s06_t026.spt
たとえば――,For example--,romfs\story\spt\npc_f_3e_164_s06_t026.spt
だけど逆のパターンもあり得るんだ。,But the opposite pattern is also possible.,romfs\story\spt\npc_f_3e_164_s06_t026.spt
もしも余ってるなら試す価値アリだね。,"If you have some left over, it's worth a try.",romfs\story\spt\npc_f_3e_164_s06_t026.spt
わたしにはそんな余裕とてもないけどね。,"I can't afford it, though.",romfs\story\spt\npc_f_3e_164_s06_t026.spt
ベースから性質が変化したメダリアが,"The medallias, whose nature has changed from the base",romfs\story\spt\npc_f_3e_164_s06_t026.spt
ベースにするメダリアと、色や形状やスキルがちがう,"Different colors, shapes, and skills from the medallions that make up the base.",romfs\story\spt\npc_f_3e_164_s06_t026.spt
強いメダリアが生まれるのは、もう知ってるよね？,"You already know that strong medallions are born, right?",romfs\story\spt\npc_f_3e_164_s06_t026.spt
生まれたりするんだよ。,They can be born.,romfs\story\spt\npc_f_3e_164_s06_t026.spt
貴重なメダリアをつぎ込むにはちょっと冒険だけど,It's a bit of an adventure to put precious medallions into it.,romfs\story\spt\npc_f_3e_164_s06_t026.spt
５つのメダリアを合成すると,When the five medallias are synthesized,romfs\story\spt\npc_f_3e_164_s06_t026.spt
サイショウグンシ,Rangoon creeper (Quisqualis indica),romfs\story\spt\npc_f_3e_meda_000_s00_t001.spt
ヤミクモに攻撃してるだけじゃ勝てないぞ。,You can't win just by attacking the Yamikumo.,romfs\story\spt\npc_f_3e_meda_164_s01_t011.spt
ロボトルもいまや情報戦の時代。,robattle is now in the age of information warfare.,romfs\story\spt\npc_f_3e_meda_164_s01_t011.spt
情報だけでも勝てないんだけどね。,I can't win on information alone.,romfs\story\spt\npc_f_3e_meda_164_s01_t011.spt
うれしいけど、びっくりしたよー。,"I'm happy, but I was surprised!",romfs\story\spt\npc_f_3e_meda_164_s06_t011.spt
ここじゃいつだってボコボコなのにね。,It's always a bumpy ride here.,romfs\story\spt\npc_f_3e_meda_164_s06_t011.spt
そしたら優勝しちゃったんだ！,And then I won!,romfs\story\spt\npc_f_3e_meda_164_s06_t011.spt
久しぶりにマスターと故郷に帰ってたから,I hadn't been back home with the Master in a while.,romfs\story\spt\npc_f_3e_meda_164_s06_t011.spt
地元のロボトル大会にも出てみたんだ。,I also went to a local robattle competition.,romfs\story\spt\npc_f_3e_meda_164_s06_t011.spt
いちおう忠告しとくわ。,Just a word of advice.,romfs\story\spt\npc_f_3e2_150_s01_t011.spt
この先、道がまーっすぐ続いてるけど…,"The road continues straight ahead, but...",romfs\story\spt\npc_f_3e2_150_s01_t011.spt
いや～んわたし寮にいなかったの見たかったな～！,I wish I could have seen it when I was not in the dormitory!,romfs\story\spt\npc_f_3e2_150_s03_t011.spt
ほらここ、ムダに広いし部屋の間取りも同じだし。,"See, here, it's unnecessarily large and the room layout is the same.",romfs\story\spt\npc_f_3e2_150_s03_t011.spt
ま、今回はなにもヒガイはなかったみたいだけど。,"Well, it seems that this time there were no problems.",romfs\story\spt\npc_f_3e2_150_s03_t011.spt
わたしも前うっかり男子寮に入っちゃって,I also accidentally ended up in a boys' dormitory before.,romfs\story\spt\npc_f_3e2_150_s03_t011.spt
トイレ入ったら知らない男子がいて超あせったもん！,"When I entered the restroom, I was super upset because I didn't know any boys!",romfs\story\spt\npc_f_3e2_150_s03_t011.spt
ノンキねえ。,"Nonchalant, huh?",romfs\story\spt\npc_f_3e2_150_s03_t011.spt
フツーその前に気づきそうなもんだけど。,I'm sure they would have noticed it before that.,romfs\story\spt\npc_f_3e2_150_s03_t011.spt
侵入者のこと聞いた？,Did you hear about the intruder?,romfs\story\spt\npc_f_3e2_150_s03_t011.spt
男子寮とまちがえただけじゃないですか？,I think you just mistook it for a men's dormitory.,romfs\story\spt\npc_f_3e2_150_s03_t011.spt
聞いた聞いた！　男子ですよね？,"I heard, I heard!　Boys, right?",romfs\story\spt\npc_f_3e2_150_s03_t011.spt
いろいろ話すわよ。,I'll tell you all about it.,romfs\story\spt\npc_f_3e2_150_s06_t011.spt
え、それじゃセンパイって,"Oh, so you're a sempai then.",romfs\story\spt\npc_f_3e2_150_s06_t011.spt
ええ～、いいなあ。,"Ehhhh, I like it.",romfs\story\spt\npc_f_3e2_150_s06_t011.spt
なによりＭＥＤＡ学院の初代生徒会長！,"Above all, he was the first student body president of MEDA Academy!",romfs\story\spt\npc_f_3e2_150_s06_t011.spt
りりしくって、かっこよくて…,"He's so cool, so handsome...",romfs\story\spt\npc_f_3e2_150_s06_t011.spt
わたしのあこがれ、スズネさん！,"My longing, Suzune-san!",romfs\story\spt\npc_f_3e2_150_s06_t011.spt
クラスメイトだもん。,We're classmates.,romfs\story\spt\npc_f_3e2_150_s06_t011.spt
スズネさんとお知り合いなんですか？,Are you acquainted with Suzune?,romfs\story\spt\npc_f_3e2_150_s06_t011.spt
ステキぃ～！,Lovely!,romfs\story\spt\npc_f_3e2_150_s06_t011.spt
えっ、そうなんですかぁ？,"Oh, really?",romfs\story\spt\npc_f_3e2_150_s06_t021.spt
その後をついで生徒会長に就任したのがスズネ。,Suzune succeeded him as student body president.,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
そりゃまたなんで？,Why is that again?,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
それ、ヘンじゃないですか？,Isn't that weird?,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
ふうん…。,Hmmm...,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
へえ！,Heh!,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
ま、いろいろあったんでしょうね。,"Well, I guess a lot has happened.",romfs\story\spt\npc_f_3e2_150_s06_t021.spt
ん～、生徒会の内情は知らないけど…,Hmmm... I don't know the ins and outs of the student council...,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
ウチのガッコって創設３年目ですよね？,"Our gakko is in its third year of existence, right?",romfs\story\spt\npc_f_3e2_150_s06_t021.spt
スズネが初代生徒会長？,Suzne was the first student body president?,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
初代は別の男子よ。,The first generation is different boys.,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
卒業生なんていないんですけど。,I don't have any alumni.,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
継ぐって、どういうことですか…？,"What do you mean by ""take over""...?",romfs\story\spt\npc_f_3e2_150_s06_t021.spt
辞退しちゃったのよ、彼。,"He turned it down, he did.",romfs\story\spt\npc_f_3e2_150_s06_t021.spt
違うわ。,"No, it's not.",romfs\story\spt\npc_f_3e2_150_s06_t021.spt
１年もたたずにね。,In less than a year.,romfs\story\spt\npc_f_3e2_150_s06_t021.spt
スズネがりりしくてかっこいい？,Suzune is sleek and cool?,romfs\story\spt\npc_f_3e2_150_s06_t031.spt
知らなきゃそう見えるかもね…,"If I didn't know any better, it might look that way...",romfs\story\spt\npc_f_3e2_150_s06_t031.spt
…って、ずっとチューコクしてきたのに,I've been chukking it up for a long time.,romfs\story\spt\npc_f_3e2_meda_150_s03_t011.spt
だれかがしまっちゃったのかナ？,Did someone put it away?,romfs\story\spt\npc_f_3e2_meda_150_s03_t011.spt
アブナいから,for no reason at all,romfs\story\spt\npc_f_3e2_meda_150_s03_t011.spt
ゴミ箱チョットなくなっちゃったネ。,The trash can is gone.,romfs\story\spt\npc_f_3e2_meda_150_s03_t011.spt
まちがえました。,I made a mistake.,romfs\story\spt\npc_f_3f.spt
本気です！,I'm serious!,romfs\story\spt\npc_f_3f.spt
これは映画じゃないの。アイドル部のＰＶなの。,This is not a movie. It's a music video for the idol club.,romfs\story\spt\npc_f_3f_160_s03_t011.spt
そうね、絵的には確かにいいけど…,"Yes, it's definitely picturesque, but...",romfs\story\spt\npc_f_3f_160_s03_t011.spt
なんども言うけどサッカラくん…,"I've said it many times, Mr. Sakkara...",romfs\story\spt\npc_f_3f_160_s03_t011.spt
もう少し考えてくれないかなあ。,I wonder if you could give it some more thought.,romfs\story\spt\npc_f_3f_160_s03_t011.spt
悪いんだけどさ。,I'm sorry.,romfs\story\spt\npc_f_3f_160_s03_t011.spt
顔が見えなくなる時間が長すぎでしょコレ。,"You've been out of sight of faces for too long, right, Kore?",romfs\story\spt\npc_f_3f_160_s03_t011.spt
え、部の見学…？,"What, visiting the club...?",romfs\story\spt\npc_f_3f_163_s01_t011.spt
ここアイドル部なんだけど…？,This is an idol club...?,romfs\story\spt\npc_f_3f_163_s01_t011.spt
本気？,Are you serious?,romfs\story\spt\npc_f_3f_163_s01_t011.spt
うち男子部員とってないんだ。,We don't take male members.,romfs\story\spt\npc_f_3f_163_s01_t021.spt
どっちみち無理だったわ。,I couldn't have done it either way.,romfs\story\spt\npc_f_3f_163_s01_t021.spt
男性アイドルの育成ノウハウもないしね…,And we don't have the know-how to train male idols...,romfs\story\spt\npc_f_3f_163_s01_t021.spt
聞いといてごめん。,Sorry for asking.,romfs\story\spt\npc_f_3f_163_s01_t021.spt
だったら、そろそろ出てくれないかな。,"If so, it's time for you to get out.",romfs\story\spt\npc_f_3f_163_s01_t031.spt
着替えたいんだけど。,I need to change my clothes.,romfs\story\spt\npc_f_3f_163_s01_t031.spt
あたしの気のせいかな…？,Am I imagining things...?,romfs\story\spt\npc_f_3f_163_s02_t001.spt
あれ、きみ前にもここに来なかった？,"Hey, haven't you been here before?",romfs\story\spt\npc_f_3f_163_s02_t001.spt
え、アオイ？　ウチの部員よ。,"Eh, Aoi?　He's a member of our club.",romfs\story\spt\npc_f_3f_163_s02_t001.spt
今そこで踊ってるコがそうよ。,That's the girl dancing there right now.,romfs\story\spt\npc_f_3f_163_s02_t001.spt
期待の新人だよ！,He's a promising newcomer!,romfs\story\spt\npc_f_3f_163_s02_t001.spt
あんたはマジメすぎるとこあるからさー。,You're too serious at times.,romfs\story\spt\npc_f_3f_163_s02_t002.spt
ぜったいムリしちゃダメだからね？,"Don't be too hard on yourself, okay?",romfs\story\spt\npc_f_3f_163_s02_t002.spt
そうは言っても心配だわ。,"That said, I'm worried.",romfs\story\spt\npc_f_3f_163_s02_t002.spt
約束よ。,Promise.,romfs\story\spt\npc_f_3f_163_s02_t002.spt
ううん、なんでもない。,"Nah, it's nothing.",romfs\story\spt\npc_f_3f_163_s02_t003.spt
うまくはいかなかったみたい。結局――,It didn't seem to work out. After all--,romfs\story\spt\npc_f_3f_163_s02_t003.spt
どっちが悪いわけでもないわ。,It's not either one's fault.,romfs\story\spt\npc_f_3f_163_s02_t003.spt
ま、人が増えればどうしてもいろいろと、ね。,"Well, as the number of people increases, there are inevitably many things to do, you know.",romfs\story\spt\npc_f_3f_163_s02_t003.spt
アオイとミオの関係…　そうねー。,Aoi and Mio's relationship... yes.,romfs\story\spt\npc_f_3f_163_s02_t003.spt
アオイも気を使ってアレコレ話しかけてたけど,Aoi was also very attentive and talked to him about all kinds of things.,romfs\story\spt\npc_f_3f_163_s02_t003.spt
ミオはああいう性格だから,Mio has that kind of personality.,romfs\story\spt\npc_f_3f_163_s02_t003.spt
仲が良かった、とは言いがたいかな。,"We were close, I guess it's hard to say.",romfs\story\spt\npc_f_3f_163_s02_t003.spt
部にもあまり馴染めなくてね。,I didn't really fit in at the club either.,romfs\story\spt\npc_f_3f_163_s02_t003.spt
大会？　もちろん出場するよ。,Competitions?　Of course I'll compete.,romfs\story\spt\npc_f_3f_163_s04_t011.spt
日ごろのチームワークをためすチャンスだもんね！,It's a chance to test our daily teamwork!,romfs\story\spt\npc_f_3f_163_s04_t011.spt
うん、みんなカタチになってきたね！,"Yes, they are all taking shape!",romfs\story\spt\npc_f_3f_163_s06_t011.spt
これならギリで間に合いそうかな？,Do you think this will make it just in time?,romfs\story\spt\npc_f_3f_163_s06_t011.spt
そりゃキアイだって入るわよ。,"That's right, even kiai will be in there.",romfs\story\spt\npc_f_3f_163_s06_t011.spt
文化祭のプログラムのことよ。,I'm talking about the program for the festival.,romfs\story\spt\npc_f_3f_163_s06_t011.spt
生で観てもらえる、年いちばんのお祭りだもん！,It's the best festival of the year to see them live!,romfs\story\spt\npc_f_3f_163_s06_t011.spt
あいかわらずだねー、あの子。,You haven't changed - that girl.,romfs\story\spt\npc_f_3f_163_s07_t010.spt
でも今は小事より大事よ。,But right now it's more important than the little things.,romfs\story\spt\npc_f_3f_163_s07_t010.spt
少しぐらいガマンしなきゃ…,I've got to hold back a little bit...,romfs\story\spt\npc_f_3f_163_s07_t010.spt
文化祭を成功させるためには,To make the Cultural Festival a success,romfs\story\spt\npc_f_3f_163_s07_t010.spt
ゴールドフィン,goldfin,romfs\story\spt\npc_f_3f_meda_000_s00_t001.spt
うちはメダロットも男子禁制だよ？,"We have a no boys allowed medallion, too, you know?",romfs\story\spt\npc_f_3f_meda_163_s01_t011.spt
早く出てったほうがいいよ？,"You better get out of here, okay?",romfs\story\spt\npc_f_3f_meda_163_s01_t011.spt
このごろ練習がハードになってきたね。,Practice is getting harder these days.,romfs\story\spt\npc_f_3f_meda_163_s06_t011.spt
ちゃんとメンテナンスしなくちゃね。,I have to maintain it properly.,romfs\story\spt\npc_f_3f_meda_163_s06_t011.spt
ナヤミがあるならわたし相談にのるよ？,"If you have nayami, I'm here to help you.",romfs\story\spt\npc_f_3f_meda_163_s07_t001.spt
マスターだいじょうぶ？,"Master, are you okay?",romfs\story\spt\npc_f_3f_meda_163_s07_t001.spt
ガマンはよくないんだよ？,"Gumption is not good, okay?",romfs\story\spt\npc_f_3f_meda_163_s07_t010.spt
メダロットもガマンばっかすると病気になるんだよ？,"Medarotto gets sick too if he's all gung-ho, you know?",romfs\story\spt\npc_f_3f_meda_163_s07_t010.spt
あら,rough,romfs\story\spt\npc_g_f1a.spt
こんなところで珍しいわねー。,That's so unusual for a place like this!,romfs\story\spt\npc_g_f1a.spt
はやく走りたいニャ。,I want to run as soon as possible.,romfs\story\spt\npc_g_f1a_meda.spt
キューケイはたいくつニャ。,Kyu-Kei is a tired old woman.,romfs\story\spt\npc_g_f1a_meda.spt
ふう、最近スピード落ちた気がする…,"Phew, I feel like I've slowed down lately...",romfs\story\spt\npc_g_f1d2.spt
スランプかもー。,Maybe I'm in a slump.,romfs\story\spt\npc_g_f1d2.spt
そんなときはセッティング変えて気分転換するの。,"When that happens, I change the setting and change my mind.",romfs\story\spt\npc_g_f1d2_meda.spt
メダロットにもスランプはあるよ。,"Medalots have slumps, too.",romfs\story\spt\npc_g_f1d2_meda.spt
うちって、グラウンド広すぎると思わない？,Don't you think our house is too big a ground?,romfs\story\spt\npc_g_f2d2.spt
自転車ほしいわー。,I want a bicycle!,romfs\story\spt\npc_g_f2d2.spt
今日はどんな練習するのかな。,What kind of practice are we going to do today?,romfs\story\spt\npc_g_f2d2_meda.spt
試合だといいなー。,I hope it's a match.,romfs\story\spt\npc_g_f2d2_meda.spt
これならいつ引退しても大丈夫ね。,This way I can retire whenever I want.,romfs\story\spt\npc_g_f3a2.spt
なんて、ちょっと気が早いかな？,"How, a little fastidious, don't you think?",romfs\story\spt\npc_g_f3a2.spt
今年の1年はいい子が多くてうれしいわ。,Glad to see so many good kids this past year.,romfs\story\spt\npc_g_f3a2.spt
やっぱりメンテナンスは大事だね。,"After all, maintenance is important.",romfs\story\spt\npc_g_f3a2_meda.spt
今日は調子がいいみたい。,He seems to be in good shape today.,romfs\story\spt\npc_g_f3a2_meda.spt
こう見えてもセンターフォワードさ。,"I may look like this, but I'm a center forward.",romfs\story\spt\npc_g_m1d2.spt
ロボトルもね！,"Lobottle, too!",romfs\story\spt\npc_g_m1d2.spt
運動神経にはちょっと自信あるよ。,I'm a little confident in my athleticism.,romfs\story\spt\npc_g_m1d2.spt
バロンキャッスル,Baron Castle,romfs\story\spt\npc_g_m1d2_meda.spt
今日は調子いいなー。,I'm feeling good today.,romfs\story\spt\npc_g_m1d2_meda.spt
そろそろキューケイ終わりか。,It's time to end the cue-cay.,romfs\story\spt\npc_g_m2d.spt
どうすっかな…,I don't know what to do...,romfs\story\spt\npc_g_m2d.spt
きみもいっしょにサッカーする？,Do you want to play soccer with us?,romfs\story\spt\npc_g_m2d_meda.spt
それともロボトルのほうがいい？,Or would you prefer a robo bottle?,romfs\story\spt\npc_g_m2d_meda.spt
ヘルフェニックス,Hell Phoenix,romfs\story\spt\npc_g_m2d_meda.spt
いやいや、それは学院の理念に反するな。,"No, no, no, that's against the philosophy of the institute.",romfs\story\spt\npc_g_sena.spt
しかし、ううむ…,But ummm...,romfs\story\spt\npc_g_sena.spt
やはりロボトルは制限したほうが――,I still think it's better to limit the amount of robotol--,romfs\story\spt\npc_g_sena.spt
最近どうも生徒たちのやる気が感じられん。,I can't seem to motivate my students these days.,romfs\story\spt\npc_g_sena.spt
…て、もう知ってるかな？,"...and you already know that, don't you?",romfs\story\spt\npc_g_sena_meda.spt
するならマスターにＹボタンで話しかけてね。,"If you do, talk to the master with the Y button.",romfs\story\spt\npc_g_sena_meda.spt
ベルゼルガ,berselga (member of a genus of Brazilian sausages),romfs\story\spt\npc_g_sena_meda.spt
ロボトルする？,Do you want to robattle?,romfs\story\spt\npc_g_sena_meda.spt
どきどき…,Pounding...,romfs\story\spt\npc_ｆ_3f_132_meda_s07_t011.spt
もうすぐここがお客さんでいっぱいになるのね！,Soon this place will be full of customers!,romfs\story\spt\npc_ｆ_3f_132_meda_s07_t011.spt
おー、見える見える。,"Oh, I can see it.",romfs\story\spt\npc_ｆ_3f_132_s07_t011.spt
最後列でもぜんぜんいけるじゃない、よかったー！,"Even the last row was fine, thank goodness!",romfs\story\spt\npc_ｆ_3f_132_s07_t011.spt
もうすぐここがお客さんでいっぱいになるのね。,Soon this place will be full of customers.,romfs\story\spt\npc_ｆ_3f_meda_132_s07_t011.spt
アオイに接触１回目,1st contact with Aoi.,romfs\story\spt\npc_idol.spt
コンサート会場・アオイと会話,Conversation with Aoi at the concert venue,romfs\story\spt\npc_idol.spt
メダと共有,Share with Meda,romfs\story\spt\npc_idol.spt
仮,temporary,romfs\story\spt\npc_idol.spt
え、部活の見学を？,"Oh, you want to observe club activities?",romfs\story\spt\npc_idol_150_s01_t011.spt
がんばってくださいね。,Good luck!,romfs\story\spt\npc_idol_150_s01_t011.spt
この道をまっすぐ下に抜けるのが近いですよ。,It's closer to the street straight through down the street.,romfs\story\spt\npc_idol_150_s01_t011.spt
それなら部室棟に行ってみてはどうでしょうか。,Then why not go to the club building?,romfs\story\spt\npc_idol_150_s01_t011.spt
わたしになにかご用ですか？,Can I help you?,romfs\story\spt\npc_idol_150_s01_t011.spt
今から部活を探すんですか？,Are you looking for club activities now?,romfs\story\spt\npc_idol_150_s01_t011.spt
気づかなくて、ごめんなさい。,I'm sorry I didn't notice.,romfs\story\spt\npc_idol_150_s01_t011.spt
部室棟はこことは校舎をはさんで反対側の建物です。,The club building is on the opposite side of the school building.,romfs\story\spt\npc_idol_150_s01_t011.spt
…あ、とがめてるわけじゃないんです。,"...Oh, I'm not trying to be critical of you.",romfs\story\spt\npc_idol_153_s02_t001.spt
きっと、ただではすまなかったと思うんです。,I am sure it would not have been a free-for-all.,romfs\story\spt\npc_idol_153_s02_t001.spt
ここ女子寮なんですけど。,This is a women's dormitory.,romfs\story\spt\npc_idol_153_s02_t001.spt
それより、あの…,"More importantly, you know...",romfs\story\spt\npc_idol_153_s02_t001.spt
ただ運が良かったなと思って。,I just thought I was lucky.,romfs\story\spt\npc_idol_153_s02_t001.spt
だれにも見つからなかったんですか？,No one found it?,romfs\story\spt\npc_idol_153_s02_t001.spt
にどと来ちゃダメですよ？,"Don't come with a second thought, okay?",romfs\story\spt\npc_idol_153_s02_t001.spt
よくここまで来られましたね。,I am amazed that you have made it this far.,romfs\story\spt\npc_idol_153_s02_t001.spt
寮母さんに会っていたら,I would have met the matron.,romfs\story\spt\npc_idol_153_s02_t001.spt
話せることは、なにもありません。,There is nothing to talk about.,romfs\story\spt\npc_idol_153_s02_t001.spt
あ、探検部の方ですね。,"Oh, you are from the Exploration Department, aren't you?",romfs\story\spt\npc_idol_163_s03_t011.spt
いえ、やっぱりなんでもないです。,"No, it's still nothing.",romfs\story\spt\npc_idol_163_s03_t011.spt
それで、あの…,"So, um...",romfs\story\spt\npc_idol_163_s03_t011.spt
に会えたんですね。,So you were able to meet the,romfs\story\spt\npc_idol_163_s03_t011.spt
フローラから聞きました。,Flora told me about it.,romfs\story\spt\npc_idol_163_s03_t011.spt
ミオ、無事,"Mio, safe.",romfs\story\spt\npc_idol_163_s03_t011.spt
ミオどうしてますか？,"Mio, how are you doing?",romfs\story\spt\npc_idol_163_s03_t011.spt
元気にやってるのなら、よかったです。,I'm glad to hear you are doing well.,romfs\story\spt\npc_idol_163_s03_t011.spt
探検部に入ったそうですけど――,I heard you joined the exploration club--,romfs\story\spt\npc_idol_163_s03_t011.spt
あ、あんまり見ないでくれますか？,"Oh, will you look at it too much?",romfs\story\spt\npc_idol_163_s06_t011.spt
あ、探検部のみなさんですね。,"Ah, you are all from the Exploration Department, aren't you?",romfs\story\spt\npc_idol_163_s06_t011.spt
かわいらしさがほしいから、もうちょっと、こう…,"I want it to be cute, a little more like this...",romfs\story\spt\npc_idol_163_s06_t011.spt
こうかい？,You like this?,romfs\story\spt\npc_idol_163_s06_t011.spt
で、パッ！,"And, poof!",romfs\story\spt\npc_idol_163_s06_t011.spt
はずかしいので…　すみません！,It's embarrassing... I'm sorry!,romfs\story\spt\npc_idol_163_s06_t011.spt
また途中で、だから、その,"Also on the way, so, you know, the",romfs\story\spt\npc_idol_163_s06_t011.spt
んー、ちょっとヒジが開きすぎかも。,"Hmmm, maybe my elbows are a little too open.",romfs\story\spt\npc_idol_163_s06_t011.spt
タン、タン、タタン…,"Tan, Tan, Tatan...",romfs\story\spt\npc_idol_163_s06_t011.spt
今、新曲の振り付けを考えているところなんです。,I am currently working on choreography for a new song.,romfs\story\spt\npc_idol_163_s06_t011.spt
ミオのこと、ごめんなさい。,Sorry about Mio.,romfs\story\spt\npc_idol_163_s07_t010.spt
忙しい時期なのに、わたしたちのせいで…,"It's a busy time of year, and we're the ones to blame...",romfs\story\spt\npc_idol_163_s07_t010.spt
うちの部もごらんの通りです。,Our department is also as you can see.,romfs\story\spt\npc_idol_163_s08_t011.spt
すごい人気ですね、メダリア探知アプリ。,This is a very popular medallion detection app.,romfs\story\spt\npc_idol_163_s08_t011.spt
みんな喜んでましたけど。,"Everyone was happy, though.",romfs\story\spt\npc_idol_163_s08_t011.spt
わたしたち？　ダンスの練習中です。,We?　We are practicing dance.,romfs\story\spt\npc_idol_163_s08_t011.spt
今はなによりも踊ることが楽しくて、…えへへ。,I enjoy dancing more than anything else right now...ehehe.,romfs\story\spt\npc_idol_163_s08_t011.spt
大きなイベントの後だからいい息抜きだって,He said it was a nice break after the big event.,romfs\story\spt\npc_idol_163_s08_t011.spt
アオイと共有,Shared with Aoi,romfs\story\spt\npc_idol_meda.spt
アオイ不在,mallow absence,romfs\story\spt\npc_idol_meda.spt
夏休み終わってるか,Summer vacation is over?,romfs\story\spt\npc_idol_meda.spt
故障中の脚部パーツをマインに見てもらうイベント,Event to have Mine look at leg parts that are malfunctioning.,romfs\story\spt\npc_idol_meda.spt
これでもちょっとはマシになったんですよ。,This is still a little better.,romfs\story\spt\npc_idol_meda_132_s07_t011.spt
